agency_cd	site_no	parameter_cd	ts_id	year_nu	month_nu	mean_va
USGS	441801069455501	72019	65264	2004	10	13.401
USGS	441801069455501	72019	65264	2004	11	12.461
USGS	441801069455501	72019	65264	2004	12	10.608
USGS	441801069455501	72019	65264	2005	1	11.245
USGS	441801069455501	72019	65264	2005	2	12.235
USGS	441801069455501	72019	65264	2005	3	12.245
USGS	441801069455501	72019	65264	2005	4	10.233
USGS	441801069455501	72019	65264	2005	5	10.328
USGS	441801069455501	72019	65264	2005	6	11.014
USGS	441801069455501	72019	65264	2005	7	13.137
USGS	441801069455501	72019	65264	2005	8	14.8
USGS	441801069455501	72019	65264	2005	9	15.121
USGS	441801069455501	72019	65264	2005	10	11.676
USGS	441801069455501	72019	65264	2005	11	10.531
USGS	441801069455501	72019	65264	2005	12	10.981
USGS	441801069455501	72019	65264	2006	1	10.669
USGS	441801069455501	72019	65264	2006	2	11.133
USGS	441801069455501	72019	65264	2006	3	12.313
USGS	441801069455501	72019	65264	2006	4	10.885
USGS	441801069455501	72019	65264	2006	5	10.725
USGS	441801069455501	72019	65264	2006	6	10.631
USGS	441801069455501	72019	65264	2006	7	11.374
USGS	441801069455501	72019	65264	2006	8	11.741
USGS	441801069455501	72019	65264	2006	9	12.689
USGS	441801069455501	72019	65264	2006	10	10.885
USGS	441801069455501	72019	65264	2006	11	10.161
USGS	441801069455501	72019	65264	2006	12	10.371
USGS	441801069455501	72019	65264	2007	1	10.787
USGS	441801069455501	72019	65264	2007	2	12.712
USGS	441801069455501	72019	65264	2007	3	12.024
USGS	441801069455501	72019	65264	2007	4	10.237
USGS	441801069455501	72019	65264	2007	5	10.842
USGS	441801069455501	72019	65264	2007	6	12.018
USGS	441801069455501	72019	65264	2007	7	14.106
USGS	441801069455501	72019	65264	2007	8	15.179
USGS	441801069455501	72019	65264	2007	9	16.046
USGS	441801069455501	72019	65264	2007	10	13.784
USGS	441801069455501	72019	65264	2007	11	10.578
USGS	441801069455501	72019	65264	2007	12	10.985
USGS	441801069455501	72019	65264	2008	1	10.606
USGS	441801069455501	72019	65264	2008	2	10.381
USGS	441801069455501	72019	65264	2008	3	10.155
USGS	441801069455501	72019	65264	2008	4	10.328
USGS	441801069455501	72019	65264	2008	5	11.342
USGS	441801069455501	72019	65264	2008	6	13.298
USGS	441801069455501	72019	65264	2008	7	13.964
USGS	441801069455501	72019	65264	2008	8	11.47
USGS	441801069455501	72019	65264	2008	9	11.213
USGS	441801069455501	72019	65264	2008	10	10.596
USGS	441801069455501	72019	65264	2008	11	10.142
USGS	441801069455501	72019	65264	2008	12	10.056
USGS	441801069455501	72019	65264	2009	1	11.385
USGS	441801069455501	72019	65264	2009	2	11.718
USGS	441801069455501	72019	65264	2009	3	10.059
USGS	441801069455501	72019	65264	2009	4	10.163
USGS	441801069455501	72019	65264	2009	5	10.993
USGS	441801069455501	72019	65264	2009	6	10.938
USGS	441801069455501	72019	65264	2009	7	10.185
USGS	441801069455501	72019	65264	2009	8	10.566
USGS	441801069455501	72019	65264	2009	9	12.227
USGS	441801069455501	72019	65264	2009	10	11.136
USGS	441801069455501	72019	65264	2009	11	10.168
USGS	441801069455501	72019	65264	2009	12	10.052
USGS	441801069455501	72019	65264	2010	1	10.377
USGS	441801069455501	72019	65264	2010	2	11.029
USGS	441801069455501	72019	65264	2010	3	10.04
USGS	441801069455501	72019	65264	2010	4	10.188
USGS	441801069455501	72019	65264	2010	5	11.592
USGS	441801069455501	72019	65264	2010	6	12.886
USGS	441801069455501	72019	65264	2010	7	13.156
USGS	441801069455501	72019	65264	2010	8	14.564
USGS	441801069455501	72019	65264	2010	9	15.269
USGS	441801069455501	72019	65264	2010	10	12.635
USGS	441801069455501	72019	65264	2010	11	10.234
USGS	441801069455501	72019	65264	2010	12	10.382
USGS	441801069455501	72019	65264	2011	1	11.146
USGS	441801069455501	72019	65264	2011	2	11.559
USGS	441801069455501	72019	65264	2011	3	10.195
USGS	441801069455501	72019	65264	2011	4	9.887
USGS	441801069455501	72019	65264	2011	5	10.324
USGS	441801069455501	72019	65264	2011	6	10.731
USGS	441801069455501	72019	65264	2011	7	12.888
USGS	441801069455501	72019	65264	2011	8	14.563
USGS	441801069455501	72019	65264	2011	9	13.383
USGS	441801069455501	72019	65264	2011	10	10.875
USGS	441801069455501	72019	65264	2011	11	10.508
USGS	441801069455501	72019	65264	2011	12	10.254
USGS	441801069455501	72019	65264	2012	1	11.012
USGS	441801069455501	72019	65264	2012	2	11.551
USGS	441801069455501	72019	65264	2012	3	10.952
USGS	441801069455501	72019	65264	2012	4	11.062
USGS	441801069455501	72019	65264	2012	5	10.263
USGS	441801069455501	72019	65264	2012	6	10.482
USGS	441801069455501	72019	65264	2012	7	12.597
USGS	441801069455501	72019	65264	2012	8	13.192
USGS	441801069455501	72019	65264	2012	9	12.629
USGS	441801069455501	72019	65264	2012	10	10.898
USGS	441801069455501	72019	65264	2012	11	10.565
USGS	441801069455501	72019	65264	2012	12	10.551
USGS	441801069455501	72019	65264	2013	1	10.978
USGS	441801069455501	72019	65264	2013	2	11.658
USGS	441801069455501	72019	65264	2013	3	10.613
USGS	441801069455501	72019	65264	2013	4	10.315
USGS	441801069455501	72019	65264	2013	5	10.873
USGS	441801069455501	72019	65264	2013	6	10.636
USGS	441801069455501	72019	65264	2013	7	11.267
USGS	441801069455501	72019	65264	2013	8	11.65
USGS	441801069455501	72019	65264	2013	9	10.347
USGS	441801069455501	72019	65264	2013	10	11.727
USGS	441801069455501	72019	65264	2013	11	12.092
USGS	441801069455501	72019	65264	2013	12	10.612
USGS	441801069455501	72019	65264	2014	1	10.476
USGS	441801069455501	72019	65264	2014	2	12.311
USGS	441801069455501	72019	65264	2014	3	11.689
USGS	441801069455501	72019	65264	2014	4	10.069
USGS	441801069455501	72019	65264	2014	5	10.561
USGS	441801069455501	72019	65264	2014	6	10.748
USGS	441801069455501	72019	65264	2014	7	11.195
USGS	441801069455501	72019	65264	2014	8	11.045
USGS	441801069455501	72019	65264	2014	9	13.096
USGS	441801069455501	72019	65264	2014	10	13.163
USGS	441801069455501	72019	65264	2014	11	10.509
USGS	441801069455501	72019	65264	2014	12	9.924
USGS	441801069455501	72019	65264	2015	1	11.093
USGS	441801069455501	72019	65264	2015	2	12.176
USGS	441801069455501	72019	65264	2015	3	11.753
USGS	441801069455501	72019	65264	2015	4	9.893
USGS	441801069455501	72019	65264	2015	5	11.633
USGS	441801069455501	72019	65264	2015	6	12.302
